0.8324637,2.6943307,2.9830097
0.8506937,2.1905253,3.2824679
0.8486392,1.6924009,3.5962893
0.8349325,1.1944738,3.9314409
0.8172870,0.6939406,4.2627550
0.8010629,0.1956207,4.5771092
0.7892230,-0.3034392,4.8647958
0.7830159,-0.8028649,5.1222702
0.7823342,-1.3018904,5.2856656
0.7858695,-1.8026291,5.3405644
0.7914312,-2.3003132,5.0210822
0.7970508,-2.7985860,4.6984438
0.8009215,-3.3013300,4.3775393
0.7996911,-3.7983945,4.0679800
0.7821096,-4.3016775,3.7622098
0.7362901,-4.7999715,3.4630831
0.6500948,-5.2957777,3.1638331
0.5123704,-5.7720133,2.8649690
0.3042230,-6.2286406,2.5718089
0.0167809,-6.6372161,2.2940734
-0.3495216,-6.9718481,2.0424978
-0.7925529,-7.2043774,1.9179649
-1.2776276,-7.2949676,1.8437060
-1.7596208,-7.2073334,1.8148517
-2.1935475,-6.9489650,1.8237798
-2.5305179,-6.5731564,1.9306819
-2.7465533,-6.1220849,2.0344259
-2.8089491,-5.6415182,2.1668915
-2.7429362,-5.1448381,2.4014810
-2.5926934,-4.6791751,2.6479313
-2.3822076,-4.2164531,2.9185504
-2.1438573,-3.7746418,3.2220094
-1.8966298,-3.3306679,3.4337264
-1.6675905,-2.8900994,3.5584984
-1.4696440,-2.4255975,3.2421453
-1.3404565,-1.9495122,3.0398610
-1.2898546,-1.4597944,2.9809023
-1.3086529,-0.9574454,3.0929631
-1.3897668,-0.4691214,3.2704342
-1.5230018,0.0146277,3.4738298
-1.6930467,0.4875048,3.7011527
-1.8819201,0.9495785,3.8778555
-2.0752071,1.4121611,3.8521474
-2.2550975,1.8784225,3.4846162
-2.4046873,2.3556873,3.1445584
-2.5031918,2.8448336,2.8192887
-2.5322342,3.3438525,2.5194192
-2.4756436,3.8464376,2.2459623
-2.3171881,4.3206182,2.0100097
-2.0449909,4.7350429,1.8855476
-1.6605484,5.0394374,1.7646344
-1.1950538,5.1727930,1.7785219
-0.6875812,5.1389686,1.8773900
-0.2206435,4.9644372,1.9642082
0.1923963,4.6730519,2.0735556
0.5041185,4.2969157,2.2406999
0.7098643,3.8462863,2.4696958
0.8243110,3.3612132,2.7040592
0.8742602,2.8625867,2.9618022
0.8807105,2.3554584,3.2303776
0.8613416,1.8529960,3.5217759
0.8377269,1.3528330,3.8243567
0.8217803,0.8570849,4.1393787
0.8124078,0.3565685,4.4492220
0.8077046,-0.1424743,4.7429879
0.8064978,-0.6415843,5.0146850
0.8084794,-1.1418738,5.2598116
0.8100690,-1.6405008,5.3450203
0.8109393,-2.1408054,5.2489777
0.8135035,-2.6389551,4.9131362
0.8129597,-3.1378772,4.5812652
0.8048330,-3.6401620,4.2530860
0.7872245,-4.1333630,3.9494338
0.7573193,-4.6352907,3.6572071
0.7068792,-5.1343705,3.3818431
0.6170427,-5.6339174,3.1046036
0.4806052,-6.1085630,2.8266964
0.2754168,-6.5700626,2.5524691
-0.0086447,-6.9673389,2.2883006
-0.3980832,-7.2832134,2.0357224
-0.8523980,-7.4719673,1.9406523
-1.3540101,-7.5284898,1.8691138
-1.8437275,-7.4352021,1.8383704
-2.2863243,-7.1920042,1.8829547
-2.6211235,-6.8330909,1.9636895
-2.8196169,-6.3728110,2.0480051
-2.8804666,-5.8815683,2.1855248
-2.8256866,-5.3901659,2.3717623
-2.6682334,-4.9180462,2.6064115
-2.4460108,-4.4722887,2.8951118
-2.1979544,-4.0310961,3.2117203
-1.9595165,-3.5908803,3.5727204
-1.7368992,-3.1401482,3.5366392
-1.5465953,-2.6815310,3.2638462
-1.4014700,-2.1998138,3.1879035
-1.3174866,-1.7093455,3.2095491
-1.3023338,-1.2148998,3.3092359
-1.3537397,-0.7180299,3.4631309
-1.4558270,-0.2331291,3.6340728
-1.5988500,0.2485854,3.8285273
-1.7693971,0.7197622,4.0594089
-1.9527775,1.1848313,3.9452968
-2.1350244,1.6529995,3.7139594
