-2.4906678,-6.6672143,2.3542417
-2.5900150,-6.4951113,2.3549428
-2.6866793,-6.3220237,2.3368037
-2.7714005,-6.1453905,2.3312873
-2.8377932,-5.9587938,2.3426671
-2.8819668,-5.7630117,2.3642198
-2.9023057,-5.5646821,2.3946510
-2.9008046,-5.3666425,2.4252961
-2.8794028,-5.1679000,2.4593412
-2.8405762,-4.9735430,2.5084311
-2.7861400,-4.7821630,2.5629679
-2.7180360,-4.5950893,2.6228293
-2.6381193,-4.4133235,2.6806992
-2.5474442,-4.2359548,2.7363602
-2.4477331,-4.0643009,2.7563788
-2.3384210,-3.8978988,2.8185977
-2.2219897,-3.7365077,2.9857708
-2.1038339,-3.5756701,3.1332405
-1.9889512,-3.4142192,3.2630409
-1.8773434,-3.2483411,3.3360514
-1.7725534,-3.0808887,3.3738913
-1.6734008,-2.9078784,3.2945437
-1.5824847,-2.7311750,3.2299447
-1.5011550,-2.5510702,3.1769569
-1.4294833,-2.3649978,3.1364057
-1.3694947,-2.1756631,3.1131546
-1.3217333,-1.9833299,3.1032389
-1.2864225,-1.7876871,3.0980897
-1.2639467,-1.5903432,3.0958640
-1.2542538,-1.3921016,3.0928264
-1.2572128,-1.1933699,3.0858350
-1.2726142,-0.9956342,3.1026687
-1.2999943,-0.7991028,3.1589829
-1.3380098,-0.6035318,3.2521500
-1.3840770,-0.4109613,3.3595455
-1.4369137,-0.2199848,3.4677356
-1.4961816,-0.0289901,3.5765464
-1.5599171,0.1577921,3.6865998
-1.6285786,0.3446498,3.7978025
-1.7007102,0.5305315,3.9103425
-1.7746941,0.7144613,4.0241406
-1.8506399,0.8993672,4.1293350
-1.9264099,1.0824342,4.0503361
-2.0022733,1.2667502,3.9596534
-2.0766888,1.4510379,3.8372288
-2.1490866,1.6365318,3.7173559
-2.2182510,1.8228629,3.6003324
-2.2835131,2.0112196,3.4862214
-2.3432661,2.2001001,3.3734924
-2.3972941,2.3926860,3.2627486
-2.4433497,2.5853154,3.1521192
-2.4809254,2.7813825,3.0411202
-2.5081322,2.9788849,2.9281222
-2.5233552,3.1748157,2.8133929
-2.5253856,3.3760746,2.7018202
-2.5124312,3.5747344,2.5945728
-2.4835315,3.7695591,2.4944286
-2.4369727,3.9613385,2.4066986
-2.3715070,4.1488364,2.3414994
-2.2881508,4.3286147,2.2847772
-2.1864761,4.4991402,2.2174818
-2.0662233,4.6575579,2.1409778
-1.9276942,4.8004567,2.0690364
-1.7720696,4.9238783,2.0243478
-1.6006288,5.0248035,1.9813217
-1.4160760,5.0998936,1.9691895
-1.2223595,5.1466488,1.9682022
-1.0239698,5.1639564,1.9748583
-0.8253369,5.1526049,1.9940120
-0.6301835,5.1164046,2.0174647
-0.4413194,5.0636115,2.0362112
-0.2549899,4.9956766,2.0545019
-0.0777304,4.9069629,2.0758449
0.0845484,4.7959040,2.1035222
0.2309044,4.6623474,2.1325192
0.3595511,4.5093705,2.1691715
0.4692821,4.3421280,2.2176646
0.5601717,4.1670000,2.2920491
0.6363201,3.9824789,2.3754907
0.6981313,3.7935092,2.4714939
0.7475965,3.6012178,2.5761602
0.7865713,3.4052304,2.6847085
0.8158996,3.2092974,2.7991156
0.8373355,3.0111867,2.9146607
0.8518252,2.8129571,3.0333313
0.8605079,2.6140368,3.1545997
0.8643087,2.4154005,3.2783576
0.8641125,2.2159516,3.4054681
0.8606927,2.0179985,3.5337402
0.8546772,1.8182912,3.6648091
0.8468155,1.6200707,3.7959848
0.8376997,1.4217737,3.9273408
0.8278854,1.2230107,4.0569454
0.8178623,1.0250989,4.1850899
0.8078646,0.8263888,4.3086962
0.7981915,0.6279158,4.4291098
0.7890447,0.4297281,4.5470786
0.7805447,0.2309823,4.6601570
0.7728354,0.0324493,4.7704339
0.7659836,-0.1660332,4.8781975
0.7600282,-0.3647494,4.9809118
0.7550080,-0.5633628,5.0809823
0.7509379,-0.7620844,5.1785291
0.7478396,-0.9606878,5.2710522
0.7457307,-1.1593027,5.3612259
0.7446497,-1.3582741,5.4489671
0.7446508,-1.5566049,5.5325294
0.7457704,-1.7551925,5.5379301
0.7482536,-1.9542746,5.4413857
0.7524437,-2.1520547,5.3303723
0.7583394,-2.3512364,5.2169229
0.7656050,-2.5497072,5.1026024
0.7738832,-2.7483031,4.9867331
0.7828649,-2.9475183,4.8699148
0.7921661,-3.1456782,4.7502472
0.8015029,-3.3446131,4.6301280
0.8104149,-3.5431194,4.5091346
0.8184813,-3.7419174,4.3875862
0.8251930,-3.9405560,4.2654285
0.8300299,-4.1395199,4.1423794
0.8324000,-4.3379329,4.0189989
0.8316935,-4.5371784,3.8943718
0.8272449,-4.7357258,3.7693285
0.8183321,-4.9343284,3.6433618
0.8041916,-5.1326709,3.5165449
0.7840752,-5.3299029,3.3892231
0.7569783,-5.5270450,3.2606568
0.7221625,-5.7223280,3.1316383
0.6784544,-5.9161076,3.0017739
0.6248641,-6.1069646,2.8715432
0.5595306,-6.2952620,2.7416486
0.4818699,-6.4775443,2.6263727
0.3902529,-6.6541606,2.5191275
0.2843106,-6.8222057,2.4269951
0.1632924,-6.9795205,2.3529719
0.0264879,-7.1241968,2.2892691
-0.1245905,-7.2524249,2.2321098
-0.2903007,-7.3627175,2.1775455
-0.4675119,-7.4514223,2.1345221
-0.6554089,-7.5168844,2.1058924
-0.8500026,-7.5569688,2.1037884
-1.0487369,-7.5708984,2.1080457
-1.2469246,-7.5586786,2.1177585
-1.4426701,-7.5209976,2.1260780
-1.6304319,-7.4592554,2.1338779
-1.8111335,-7.3730335,2.1482235
-1.9778733,-7.2654160,2.1645814
-2.1305615,-7.1367745,2.1864570
-2.2680047,-6.9892327,2.2291080
-2.3860848,-6.8322475,2.2746973
-2.4906678,-6.6672143,2.3542417
