0.7334595,3.3666681,2.9802180
0.7626148,3.1706950,3.0910948
0.7858060,2.9729731,3.2032431
0.8039479,2.7747052,3.3174721
0.8178757,2.5767558,3.4333714
0.8284805,2.3769935,3.5499247
0.8362276,2.1792885,3.6667908
0.8418358,1.9798392,3.7830188
0.8456818,1.7812929,3.8974922
0.8481601,1.5822253,4.0094500
0.8495531,1.3831290,4.1185524
0.8500955,1.1843788,4.2197647
0.8499765,0.9849661,4.3161996
0.8493491,0.7864186,4.4043846
0.8483205,0.5868702,4.4895515
0.8469906,0.3884041,4.5671883
0.8454136,0.1888502,4.6429342
0.8436619,-0.0096373,4.7125759
0.8417576,-0.2091124,4.7809505
0.8397492,-0.4076936,4.8450472
0.8376360,-0.6070463,4.9082250
0.8354415,-0.8057591,4.9691050
0.8331494,-1.0049780,5.0293728
0.8307578,-1.2038289,5.0892466
0.8282198,-1.4029275,5.1489770
0.8254868,-1.6018908,5.1147368
0.8225157,-1.8008990,5.0320033
0.8192716,-1.9999281,4.9451101
0.8156908,-2.1988892,4.8551466
0.8116794,-2.3979247,4.7613425
0.8071243,-2.5968821,4.6634911
0.8018812,-2.7958472,4.5629342
0.7957890,-2.9948339,4.4583388
0.7886707,-3.1936407,4.3530431
0.7803065,-3.3926626,4.2462959
0.7704928,-3.5912144,4.1391701
0.7589244,-3.7902205,4.0310071
0.7453887,-3.9884078,3.9226029
0.7294626,-4.1872490,3.8134128
0.7109330,-4.3849302,3.7039983
0.6892207,-4.5832945,3.5938552
0.6640968,-4.7802486,3.4833818
0.6348093,-4.9775666,3.3720462
0.6010113,-5.1734111,3.2600262
0.5618561,-5.3687239,3.1468231
0.5166920,-5.5627008,3.0318725
0.4648749,-5.7543324,2.9152455
0.4049216,-5.9449434,2.7938153
0.3369639,-6.1300831,2.6704887
0.2575071,-6.3143699,2.5450747
0.1671778,-6.4909787,2.4215584
0.0632268,-6.6601660,2.3016821
-0.0567594,-6.8195298,2.1920781
-0.1930137,-6.9631691,2.0908488
-0.3477744,-7.0877011,2.0049106
-0.5200218,-7.1872016,1.9176071
-0.7064339,-7.2564937,1.8337286
-0.9010875,-7.2935115,1.7564840
-1.1018510,-7.3020329,1.7234814
-1.2994158,-7.2972136,1.7171881
-1.4927892,-7.3014172,1.7195554
-1.6943816,-7.3175634,1.7145944
-1.8899930,-7.3253311,1.7196032
-2.0924584,-7.3091732,1.7225637
-2.2855271,-7.2601969,1.7233586
-2.4651569,-7.1726080,1.7655200
-2.6199926,-7.0504526,1.8178111
-2.7479086,-6.8983417,1.8616176
-2.8448469,-6.7258820,1.9116822
-2.9123522,-6.5384700,1.9671785
-2.9518839,-6.3447073,2.0309350
-2.9674306,-6.1459428,2.1040621
-2.9619175,-5.9473193,2.1989796
-2.9379833,-5.7498320,2.2849426
-2.8976760,-5.5544281,2.3647540
-2.8431288,-5.3631937,2.4504924
-2.7758940,-5.1755176,2.5395849
-2.6978164,-4.9920210,2.6524328
-2.6108657,-4.8126802,2.7714170
-2.5166708,-4.6371348,2.9029164
-2.4164418,-4.4647158,3.0439852
-2.3132561,-4.2963419,3.1911636
-2.2074481,-4.1270733,3.3496473
-2.1028355,-3.9587004,3.4777042
-1.9999556,-3.7884902,3.5531531
-1.9006847,-3.6166902,3.4649841
-1.8056969,-3.4416571,3.3387524
-1.7167530,-3.2640919,3.2323008
-1.6345003,-3.0832932,3.1368805
-1.5593271,-2.8981714,3.0495194
-1.4930593,-2.7117449,2.9734423
-1.4350967,-2.5205735,2.9072823
-1.3870753,-2.3282561,2.8787785
-1.3488091,-2.1327502,2.8710667
-1.3208509,-1.9357839,2.8929615
-1.3031939,-1.7378556,2.9147345
-1.2956597,-1.5386310,2.9364183
-1.2980171,-1.3402157,2.9813068
-1.3101284,-1.1409727,3.0368967
-1.3317147,-0.9436153,3.0943168
-1.3623902,-0.7464494,3.1524115
-1.4010969,-0.5515791,3.2148450
-1.4471753,-0.3576709,3.2789475
-1.4993724,-0.1658517,3.3501230
-1.5570136,0.0247946,3.4247254
-1.6191491,0.2139167,3.5068777
-1.6849602,0.4017713,3.5942238
-1.7536760,0.5887933,3.6872064
-1.8243478,0.7748611,3.7860877
-1.8963157,0.9605969,3.8043259
-1.9687473,1.1461688,3.6901368
-2.0407313,1.3316014,3.5765004
-2.1117910,1.5180547,3.4642769
-2.1805412,1.7042782,3.3533671
-2.2469717,1.8928310,3.2471823
-2.3091933,2.0810093,3.1417182
-2.3673833,2.2725113,3.0389999
-2.4193522,2.4638018,2.9359799
-2.4648079,2.6584289,2.8321502
-2.5017035,2.8538446,2.7265589
-2.5285082,3.0506071,2.6185926
-2.5431753,3.2504689,2.5111171
-2.5431131,3.4468252,2.4040310
-2.5255866,3.6471793,2.2993580
-2.4888769,3.8430583,2.1995028
-2.4318391,4.0321776,2.1064466
-2.3535978,4.2130179,2.0245259
-2.2536190,4.3859627,1.9398533
-2.1372365,4.5470987,1.8489928
-2.0101582,4.6992921,1.7660252
-1.8770039,4.8464163,1.7384987
-1.7383634,4.9883163,1.7353966
-1.5887531,5.1201306,1.7489404
-1.4253765,5.2330386,1.7473857
-1.2466913,5.3192847,1.7717925
